,code,weight,Time,Start_Date,End_Date,Train_Start,Train_End
0,600519.SS,0.1466699,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
1,300750.SZ,0.06357539,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
2,000858.SZ,0.0490557,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
3,600036.SS,0.04535265,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
4,601318.SS,0.03168923,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
5,600900.SS,0.03100248,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
6,002594.SZ,0.02977951,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
7,300760.SZ,0.02424505,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
8,000568.SZ,0.02405405,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
9,601888.SS,0.0229518399999999,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
10,601166.SS,0.02250947,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
11,601398.SS,0.02204032,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
12,600809.SS,0.0213215699999999,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
13,603288.SS,0.02005583,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
14,601012.SS,0.01964548,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
15,600309.SS,0.01931231,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
16,601288.SS,0.01888217,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
17,600276.SS,0.0175231,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
18,002352.SZ,0.01739143,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
19,002714.SZ,0.0172019,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
20,300059.SZ,0.01697978,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
21,601899.SS,0.01636776,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
22,600030.SS,0.01602943,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
23,002304.SZ,0.0159961099999999,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
24,601668.SS,0.01560819,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
25,000001.SZ,0.015599,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
26,300015.SZ,0.0143043199999999,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
27,601138.SS,0.01379528,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
28,002475.SZ,0.01377509,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
29,600000.SS,0.01353882,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
30,603259.SS,0.01307485,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
31,601328.SS,0.01286713,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
32,601088.SS,0.0127723199999999,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
33,601225.SS,0.01265058,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
34,600028.SS,0.0123042699999999,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
35,600887.SS,0.01195616,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
36,002142.SZ,0.01156947,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
37,601601.SS,0.01138211,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
38,600438.SS,0.01123659,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
39,601988.SS,0.00972099,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
40,000002.SZ,0.0095071499999999,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
41,601857.SS,0.00945767,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
42,600690.SS,0.00917877,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
43,600104.SS,0.0089148,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
44,601658.SS,0.0062783299999999,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
45,300999.SZ,0.00535856,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
46,601633.SS,0.00491505,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
47,601939.SS,0.0036558,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
48,601319.SS,0.00355704,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
49,601998.SS,0.00338918,2023q2,2023-04-01,2023-06-30,2023-01-01,2023-03-30
50,601318.SS,0.08970739,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
51,600016.SS,0.06261935,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
52,601166.SS,0.06201568,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
53,600036.SS,0.05854401,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
54,600000.SS,0.0485976599999999,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
55,600519.SS,0.0388352999999999,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
56,600030.SS,0.03707191,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
57,601668.SS,0.03437991,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
58,601328.SS,0.03137986,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
59,601288.SS,0.03039486,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
60,601169.SS,0.02957513,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
61,600837.SS,0.0269539099999999,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
62,601398.SS,0.02607967,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
63,601766.SS,0.02421381,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
64,000333.SZ,0.02164991,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
65,601601.SS,0.020279,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
66,601988.SS,0.01984615,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
67,000001.SZ,0.01851976,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
68,601211.SS,0.01807532,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
69,601989.SS,0.01794205,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
70,600048.SS,0.01690384,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
71,000858.SZ,0.01689518,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
72,600104.SS,0.01593654,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
73,601818.SS,0.0153193399999999,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
74,601390.SS,0.01455265,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
75,601688.SS,0.0139514999999999,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
76,601939.SS,0.0135363,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
77,600028.SS,0.01347134,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
78,601186.SS,0.0130792899999999,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
79,000776.SZ,0.0122026799999999,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
80,001979.SZ,0.01102784,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
81,002415.SZ,0.01078285,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
82,000166.SZ,0.01045584,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
83,601006.SS,0.01038568,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
84,601628.SS,0.00991202,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
85,601088.SS,0.0090629,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
86,601857.SS,0.00840314,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
87,002594.SZ,0.0080466,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
88,601985.SS,0.00763026,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
89,601336.SS,0.0070064099999999,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
90,002304.SZ,0.0068387699999999,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
91,601800.SS,0.0059845,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
92,002736.SZ,0.00591272,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
93,601998.SS,0.00491173,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
94,002252.SZ,0.00453559,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
95,600018.SS,0.00434371,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
96,600011.SS,0.00387785,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
97,600606.SS,0.00359847,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
98,002027.SZ,0.00246804,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
99,601238.SS,0.00228578,2016q4,2016-10-01,2016-12-31,2016-07-01,2016-09-30
100,601318.SS,0.1246423399999999,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
101,600036.SS,0.0668704099999999,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
102,600519.SS,0.0546860099999999,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
103,601166.SS,0.04805672,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
104,600016.SS,0.0404475,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
105,000002.SZ,0.03949843,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
106,000333.SZ,0.0355140799999999,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
107,600000.SS,0.03533874,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
108,600030.SS,0.02926198,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
109,601288.SS,0.02623289,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
110,601398.SS,0.02525277,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
111,601328.SS,0.02514784,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
112,601668.SS,0.02299442,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
113,000858.SZ,0.02234483,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
114,000725.SZ,0.0221477,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
115,002415.SZ,0.0206628999999999,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
116,601601.SS,0.02042421,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
117,601169.SS,0.01903192,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
118,000001.SZ,0.01863535,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
119,601766.SS,0.01721502,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
120,600837.SS,0.01702139,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
121,601988.SS,0.0164229,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
122,600276.SS,0.01583039,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
123,600048.SS,0.01483765,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
124,600104.SS,0.01449017,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
125,601211.SS,0.01326573,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
126,600900.SS,0.01296442,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
127,601939.SS,0.01248952,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
128,601818.SS,0.01157723,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
129,600028.SS,0.01143475,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
130,601989.SS,0.01072183,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
131,600050.SS,0.01067838,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
132,601688.SS,0.0099984399999999,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
133,600019.SS,0.00944025,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
134,002304.SZ,0.00920343,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
135,601088.SS,0.00904735,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
136,601628.SS,0.00895024,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
137,601186.SS,0.00887372,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
138,601390.SS,0.00884109,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
139,000776.SZ,0.00879072,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
140,001979.SZ,0.00793303,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
141,601336.SS,0.00695947,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
142,002594.SZ,0.0068495799999999,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
143,601857.SS,0.00656599,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
144,601985.SS,0.00569303,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
145,600018.SS,0.0044707,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
146,601800.SS,0.00390611,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
147,601998.SS,0.00346024,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
148,601238.SS,0.0025242199999999,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
149,601229.SS,0.00235195,2017q4,2017-10-01,2017-12-31,2017-07-01,2017-09-30
150,601318.SS,0.1263192199999999,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
151,600036.SS,0.07253838,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
152,600519.SS,0.05396791,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
153,601166.SS,0.04771914,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
154,600016.SS,0.03644917,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
155,000002.SZ,0.03554512,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
156,000651.SZ,0.03387615,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
157,600000.SS,0.03328391,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
158,000333.SZ,0.0328122999999999,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
159,601288.SS,0.02955169,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
160,600030.SS,0.02833247,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
161,600887.SS,0.02566514,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
162,601328.SS,0.0253037599999999,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
163,601398.SS,0.02484086,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
164,600276.SS,0.0239503999999999,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
165,601668.SS,0.0209457,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
166,000858.SZ,0.01992724,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
167,600048.SS,0.01933969,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
168,601601.SS,0.01705626,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
169,601988.SS,0.01644056,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
170,002415.SZ,0.01640154,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
171,601169.SS,0.01627433,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
172,000001.SZ,0.01614357,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
173,600104.SS,0.01454923,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
174,601766.SS,0.01404713,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
175,601939.SS,0.01293473,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
176,000725.SZ,0.0124079699999999,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
177,600900.SS,0.01227883,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
178,600028.SS,0.01218226,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
179,600585.SS,0.0118764,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
180,601818.SS,0.0115914,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
181,601211.SS,0.01146199,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
182,601229.SS,0.01130229,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
183,002304.SZ,0.00953889,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
184,600050.SS,0.0086806,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
185,001979.SZ,0.00836597,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
186,002027.SZ,0.00835631,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
187,601088.SS,0.0080218,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
188,601390.SS,0.00797737,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
189,600019.SS,0.00762632,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
190,601628.SS,0.00679694,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
191,601857.SS,0.00665642,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
192,601336.SS,0.00628518,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
193,002352.SZ,0.00540589,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
194,603288.SS,0.00369872,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
195,600018.SS,0.00362858,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
196,601800.SS,0.00360339,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
197,601998.SS,0.0033375899999999,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
198,601138.SS,0.0027850799999999,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
199,601360.SS,0.00191813,2018q4,2018-10-01,2018-12-31,2018-07-01,2018-09-30
200,601318.SS,0.13839173,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
201,600519.SS,0.08970507,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
202,600036.SS,0.07614859,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
203,601166.SS,0.04704053,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
204,000651.SZ,0.04413097,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
205,000858.SZ,0.04035666,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
206,000002.SZ,0.03219426,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
207,600276.SS,0.03140628,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
208,600000.SS,0.03078878,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
209,600016.SS,0.03066754,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
210,600030.SS,0.02991038,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
211,600887.SS,0.02613937,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
212,000333.SZ,0.02530965,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
213,601288.SS,0.02492635,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
214,601398.SS,0.0224467699999999,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
215,601328.SS,0.0198251599999999,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
216,000001.SZ,0.01981907,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
217,600048.SS,0.01777536,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
218,002415.SZ,0.0159796,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
219,601601.SS,0.01548065,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
220,601668.SS,0.01542347,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
221,600585.SS,0.01422403,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
222,601988.SS,0.01375156,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
223,600900.SS,0.01290443,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
224,601888.SS,0.01176347,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
225,601939.SS,0.01148762,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
226,600104.SS,0.01132328,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
227,601818.SS,0.01034336,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
228,601211.SS,0.0099327299999999,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
229,601766.SS,0.00932915,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
230,601628.SS,0.00859616,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
231,600028.SS,0.00857062,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
232,600050.SS,0.00781217,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
233,600009.SS,0.00780644,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
234,002304.SZ,0.00777714,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
235,001979.SZ,0.00668944,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
236,601088.SS,0.00612147,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
237,601336.SS,0.00524589,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
238,603288.SS,0.00519244,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
239,600019.SS,0.0051657,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
240,002352.SZ,0.00485333,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
241,601857.SS,0.0040672799999999,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
242,300760.SZ,0.0039276,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
243,300750.SZ,0.00344862,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
244,601138.SS,0.00334749,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
245,600018.SS,0.00301837,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
246,601998.SS,0.0029379,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
247,300498.SZ,0.00273506,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
248,601800.SS,0.00228037,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
249,601360.SS,0.00148062,2019q4,2019-10-01,2019-12-31,2019-07-01,2019-09-30
250,601318.SS,0.11651153,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
251,600519.SS,0.10404901,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
252,600036.SS,0.07361302,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
253,000858.SZ,0.06153931,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
254,601166.SS,0.0405517,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
255,000651.SZ,0.03874153,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
256,600030.SS,0.03567948,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
257,600276.SS,0.02897346,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
258,000002.SZ,0.0269438,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
259,600887.SS,0.0259832399999999,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
260,000001.SZ,0.0221441299999999,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
261,000333.SZ,0.02080572,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
262,601888.SS,0.02074257,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
263,600016.SS,0.02027244,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
264,600000.SS,0.02007396,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
265,002475.SZ,0.01858065,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
266,601012.SS,0.01802291,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
267,300059.SZ,0.01799112,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
268,601288.SS,0.01744232,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
269,002415.SZ,0.01743705,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
270,600309.SS,0.016206,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
271,600048.SS,0.01607047,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
272,601398.SS,0.01598739,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
273,601601.SS,0.01478513,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
274,600585.SS,0.0131773,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
275,601328.SS,0.01296606,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
276,601668.SS,0.01253631,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
277,300760.SZ,0.01182414,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
278,600900.SS,0.01089311,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
279,002304.SZ,0.01062291,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
280,002714.SZ,0.01058394,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
281,600104.SS,0.00972994,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
282,601988.SS,0.0095962099999999,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
283,601939.SS,0.0089045,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
284,601628.SS,0.00851315,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
285,601818.SS,0.00836433,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
286,002352.SZ,0.00799405,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
287,300750.SZ,0.00777059,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
288,603288.SS,0.00725352,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
289,300122.SZ,0.0061726499999999,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
290,600028.SS,0.00547731,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
291,601088.SS,0.00529343,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
292,600050.SS,0.00510317,2020q4,2020-10-01,2020-12-31,2020-07-01,2020-09-30
